delta_phase, 0, 0, 0, 0, 0, 0, -3, -3, 0, 0, -3, 0, 0, 0, 0, -3, 0, 0, 0, 0, -3, 0, 0, 3, 0, -3, 0, 0, 0
phases, 84, 84, 84, 84, 84, 84, 81, 81, 84, 84, 81, 84, 84, 84, 84, 81, 84, 84, 84, 84, 81, 84, 84, 87, 84, 81, 84, 84, 84
phases_initial, 84
Theoretical, 1.0
